,number,text,label
1593,1592.0, old OFFENSIVE,OFF
1594,1593.0, boycott nfl,NOT
1595,1594.0, need talk OFFENSIVE control need talk OFFENSIVE control,NOT
1596,1595.0, chances say hey need call OFFENSIVE get called libtard blocked conservatives need stand call vile behavior difference telling someone say something said wrong,NOT
1597,1596.0, wait coaching staff change mind,NOT
1598,1597.0, fyi radicalism left OFFENSIVE started occupy wall street OFFENSIVE got blm started OFFENSIVE put together antifa know done go gitmo,NOT
1599,1598.0, high class vogue,NOT
1600,1599.0, yes OFFENSIVE move wind keep blessing us,OFF
1601,1600.0, even wear OFFENSIVE buy move away,OFF
1602,1601.0, chequers delivers brexit changes relationship eu deliver leave OFFENSIVE union referendum question think stop using word brexit mean leave actually say leave eu brexit meaning willfully mutated remainers,NOT
1603,1602.0, fbi interviewed kaine son ties antifa,NOT
1604,1603.0, everyone vote red lose house midterms lose house maga movement finished make sure everyone know registered vote red get vote red maga kag walkawayfromdemocrats,NOT
1605,1604.0, would make equivalent antifa march started OFFENSIVE first place,OFF
1606,1605.0, legally need take min break every hours lunch stream hours lol stream hours required take second lunch th hour,NOT
1607,1606.0, tell us blue npr knows OFFENSIVE zero experience railroaded OFFENSIVE mueller help actual cia spy halper,OFF
1608,1607.0, beware rightist false flags like narrative ok sign white nationalist dog whistle theresistance resist bashthefash antifa smashfascism,OFF
1609,1608.0, go mike way sarah best lair,OFF
1610,1609.0, want go jail lying senate committee OFFENSIVE committed amp leftest activist trying stall confirmation nutty professor believe closet antifa member pd soros,OFF
1611,1610.0, point tx voter wholeheartedly support OFFENSIVE control school shootings childhood think civilians easily get hands military grade weapons laws need change,NOT
1612,1611.0, thanks bleeding heart liberals would rather pay OFFENSIVE immigrants people battling OFFENSIVE,NOT
1613,1612.0, OFFENSIVE driver wrecked injured person fled scene OFFENSIVE hit run fit right leftists socialists antifa democrats,OFF
1614,1613.0, OFFENSIVE,NOT
1615,1614.0, sorry yes wrong people read science behind generation subsidies page good place start reading books subject get excellent schooling complex,NOT
1616,1615.0, evidently care study flawed start parrot misleading info everytown amp leftist OFFENSIVE control OFFENSIVE sites,OFF
1617,1616.0, spotty OFFENSIVE control internal borders point every OFFENSIVE sale cali go ffl OFFENSIVE buy state OFFENSIVE gang members chicago get guns state far nationwide ban OFFENSIVE war working,NOT
1618,1617.0, OFFENSIVE youre gorgeous im actually sobbing,OFF
1619,1618.0, love norm,NOT
1620,1619.0, qanda look twitter facebook currently banning conservatives,NOT
1621,1620.0, democrats actually commit acts OFFENSIVE la antifa,NOT
1622,1621.0, first trustee join lead charge since divest fossil fuels true accomplished progressive actually gets results vote letitia james ny ag tomorrow democratic primary sept th,NOT
1623,1622.0, one could say one coward could probably end charade continues sabotage country silence plus sad facelifted former soft OFFENSIVE model,OFF
1624,1623.0, president im,NOT
1625,1624.0, da someone educate south,NOT
1626,1625.0, whatever rights wrongs talked written publicly sought received help people around allowing programmes cbb amp lw think final say likes large sums offered,NOT
1627,1626.0, tournament OFFENSIVE,OFF
1628,1627.0, must cash prize something whoever comes first conservatives pounce take,OFF
1629,1628.0, buying levi,NOT
1630,1629.0, links planned parenthood reason liberals want OFFENSIVE judge,NOT
1631,1630.0, OFFENSIVE,NOT
1632,1631.0, pledging million support nonprofits youth activists working end OFFENSIVE OFFENSIVE also partnering michael bloomberg help create coalition business leaders support OFFENSIVE control measures,OFF
1633,1632.0, OFFENSIVE tho,OFF
1634,1633.0, disgusting liberals shame,OFF
1635,1634.0, holy spirit given saved,NOT
1636,1635.0, joined show talk leading OFFENSIVE OFFENSIVE OFFENSIVE listen full interview,NOT
1637,1636.0, simon said hope garth writes ketterer song knowing guy needs outside help get votes btw think garth going saw video say much kettterer amp acts r battling nd courtney unstoppable force hurricane,NOT
1638,1637.0, still,NOT
1639,1638.0, im meltdown,NOT
1640,1639.0, crazy ss detail making sure crazy OFFENSIVE OFFENSIVE show,OFF
1641,1640.0, yes go one go wwgwga thegreatawakening maga godblessamerica godblesshumanity,NOT
1642,1641.0, let forget democrats ones wanted keep slavery alive,NOT
1643,1642.0, maybe kavanaugh withdraw spare country tinderbox hearing ttt afraid going court gop going expand majorities OFFENSIVE red ant hill,OFF
1644,1643.0, yeah sucks honestly plan coming back variety rather fortnite opportunities nice start esport another game approve fortnite esport,OFF
1645,1644.0, rose good id OFFENSIVE without hesitation love,NOT
1646,1645.0, genius,NOT
1647,1646.0, well roy moore longer issue dems called women rights liberals,NOT
1648,1647.0, OFFENSIVE hobag,OFF
1649,1648.0, takendted heck,OFF
1650,1649.0, gunna OFFENSIVE OFFENSIVE oh OFFENSIVE,OFF
1651,1650.0, home making quick meal chance already eaten,NOT
1652,1651.0, welcome mean super cute,NOT
1653,1652.0, twitter banning lot conservatives anyone speaks dems liberals closer elections,OFF
1654,1653.0, dignify stupidity posting comments,OFF
1655,1654.0, evil godless man,OFF
1656,1655.0, except consumers people want nhs privatised want public hands essential public service capitalist market think everyone country OFFENSIVE,OFF
1657,1656.0, OFFENSIVE gon keep crib lol OFFENSIVE,OFF
1658,1657.0, think OFFENSIVE,NOT
1659,1658.0, champion women,NOT
1660,1659.0, people chicago OFFENSIVE OFFENSIVE control works town,OFF
1661,1660.0, good crook,OFF
1662,1661.0, good luck,NOT
1663,1662.0, liberals kind bad slow stalling,NOT
1664,1663.0, actually antifa makes u want kick right teeth,OFF
1665,1664.0, dtmag gabby giffords OFFENSIVE control group targeting pro districts statue child cowering school desk,NOT
1666,1665.0, liberals makes america sicker,OFF
1667,1666.0, well bb wins super overhyped media mouth piece imbecild,OFF
1668,1667.0, desirable give woman anytime girl anyday much teach ca relate higher level beautiful man would lucky,NOT
1669,1668.0, antifa OFFENSIVE organization,OFF
1670,1669.0, people demand investigation keith ellison maga,NOT
1671,1670.0, also antifa hence shall referred anqueefa mesel pretty much live mommy basement wear masks mommy ca ground em,NOT
1672,1671.0, insignificant comment comes miss america contestant,NOT
1673,1672.0, generous lt,NOT
1674,1673.0, along occupy wall st antifa,NOT
1675,1674.0, thinking could like already brilliant,NOT
1676,1675.0, remember clothes clothes house got songs playing exact date nothing weaponizing false accusations ulterior motives fiberals defend antifa terrorists nothing,OFF
1677,1676.0, love giving heads important living creature mile radius,NOT
1678,1677.0, awwh thank alooot bhabi sweet love,NOT
1679,1678.0, right deaths caused hurricane vastly overrated googled,NOT
1680,1679.0, bet sayin wat daddy says start baby,OFF
1681,1680.0, watched years nonflzonehome qanon maga,NOT
1682,1681.0, wait conservatives actually showed little sign respect first,NOT
1683,1682.0, democrats care OFFENSIVE furthers mission OFFENSIVE conservatives,OFF
1684,1683.0, conservatives always dying wrong hill,NOT
1685,1684.0, bet england doomed liberals everywhere destroying lives collaborating muslims royal family bloodline mixes muslims going way back think accident read,OFF
1686,1685.0, led spirit deliver spirit,NOT
1687,1686.0, needs shielding nana,NOT
1688,1687.0, OFFENSIVE control people ever explain logic OFFENSIVE law OFFENSIVE restriction always blanket statements sheep follow cruzcrew tx florida voteredtosavetexas voteredtosaveflorida,NOT
1689,1688.0, heck yeah also cool,NOT
1690,1689.0, middle class voted amp continue support u demoralize daily bcuz like direction country heading continues u take OFFENSIVE eye hate amp OFFENSIVE spewed antifa amp illegals disregard laws,NOT
1691,1690.0, OFFENSIVE save us catastrophe,NOT
1692,1691.0, ceo atmos research amp consulting profits spreading gloom amp telling cities combat climate change snake oil salesmen cheaper taxpayers,NOT
1693,1692.0, many car windows smash today wearing OFFENSIVE hat anti OFFENSIVE antifa fucktards pathetic waste life slap ballot box,OFF
1694,1693.0, OFFENSIVE weird lol,OFF
1695,1694.0, omfg yassssss,NOT
1696,1695.0, im one special affiliated favorite team believe personal amp financial take obviously issues management amp set presedent amp rate going going command big,NOT
1697,1696.0, conservatives congress run conservatives govern liberals,NOT
1698,1697.0, disgusting people take country one day lefties liberals upset forced wear burka imagine worst mistake ever letting people freely appreciate,OFF
1699,1698.0, q revolution allow shiny objects divide take step back look way maga wethepeople,NOT
1700,1699.0, natalie youngest gets dreams football coach ruined constantly compared older brother chris made career invents mr doubtfire chris long lost brother scotland amp wins job amp life end,NOT
1701,1700.0, getting OFFENSIVE threats,NOT
1702,1701.0, biggest difference OFFENSIVE overall agenda OFFENSIVE cons makes feel scared depressed others future liberals makes feel happy confident right track neither perfect one best,NOT
1703,1702.0, welcome join us slack room community gardening,NOT
1704,1703.0, looks like antifa dude dude,NOT
1705,1704.0, thank updates excellent job,NOT
1706,1705.0, OFFENSIVE,NOT
1707,1706.0, good,NOT
1708,1707.0, need know importance midterms,NOT
1709,1708.0, kind meme drives away conservatives mother father rolling proverbial know would disappointed lowness,NOT
1710,1709.0, antifa OFFENSIVE agree anything look history also look david duke also believe open borders mean OFFENSIVE amp loose empathy morals personally problem discussing topics,NOT
1711,1710.0, antisemitism alive well OFFENSIVE,NOT
1712,1711.0, liberals smart,OFF
1713,1712.0, hope traded winter worst defensive catcher ever seen itsnot even funny anymore passed OFFENSIVE games wow nuts,NOT
1714,1713.0, trump supported nazis would antifa OFFENSIVE group want harm trump right OFFENSIVE group made democratic party,NOT
1715,1714.0, pittis cbc people party canada OFFENSIVE depends definition,NOT
1716,1715.0, expensive OFFENSIVE OFFENSIVE,OFF
1717,1716.0, dishonored zone balance dangerously high edges OFFENSIVE ghetto overrun rats bloodflies,OFF
1718,1717.0, think OFFENSIVE control progressive tax rates unjust ignore,NOT
1719,1718.0,,NOT
1720,1719.0, britain end upside ditch four wheels spinning lazily air could rabid wealth thirsty OFFENSIVE power wheel britishtorycarcrash toriesout,NOT
1721,1720.0, special kind antifa learns correct spelling tomorrow ffs proper OFFENSIVE,OFF
1722,1721.0, something went hiding,NOT
1723,1722.0, westminster tories brexiteers outoftheeu think annasourpuss best OFFENSIVE without doubt leave noeudeal amp get forging trade deals amp say eu fuckeu,OFF
1724,1723.0, apparently learn OFFENSIVE control,NOT
1725,1724.0, could romford young conservatives,NOT
1726,1725.0, ever supported guy know never trusted,NOT
1727,1726.0, potters field,NOT
1728,1727.0, fuckass,OFF
1729,1728.0, OFFENSIVE mass OFFENSIVE fifth third bank building downtown cincinnati time time via want OFFENSIVE control legislation vote blue,NOT
1730,1729.0, antifa seems taking vacation watch election like think gone back school,NOT
1731,1730.0, watching ever soccer anyone OFFENSIVE soccer game tn looked like winner usa beat mexico k attended think soccer overcome football future,NOT
1732,1731.0, blocked want conservatives safe place resisters,NOT
1733,1732.0, resign done nothing check el presidente part swamp hold nebraska values resign,OFF
1734,1733.0, change election exit polls kind doug ford ca quite agree believe ndp making case strong opposition party allaying fears potential governance much may happen hinges liberals reorganize,NOT
1735,1734.0, dam lorna OFFENSIVE mmmmmm gorgeous n edible,NOT
1736,1735.0, decent anywhere people respect idea stands,NOT
1737,1736.0, culture greek life think alot comes presentation film away parents people free thinking agree really think every frat maga crazy,NOT
1738,1737.0, fake news OFFENSIVE dem,OFF
1739,1738.0, leftist californian antifa professors never lie republicans snark,NOT
1740,1739.0, kidding support still cancel many violent protests antifa money support traced george soros big player within democrat party,NOT
1741,1740.0, traitor,OFF
1742,1741.0, oh yeah another cracking offering,NOT
1743,1742.0, think probely think getting something maybe money,NOT
1744,1743.0, immature mention class even dime,OFF
1745,1744.0, playing inside get beat inside agree major mistake glad found questioning mind,NOT
1746,1745.0, andy literally went vacation right making pressing announcement joke real conservatives turning bernier,NOT
1747,1746.0, maybe trumpies call OFFENSIVE control,NOT
1748,1747.0, metoo movement turned way OFFENSIVE lives matter antifa turned started worthy cause ruined bunch bandwagonists harm good,NOT
1749,1748.0, yes campaigning years,NOT
1750,1749.0, seeing liberals sleazballs walkingaway,OFF
1751,1750.0, yep defying us take another picture,NOT
1752,1751.0, one sucks bc hit miss,OFF
1753,1752.0, democrats order mangina shut listening keeps going little mind loyal uncle soros sister married family,OFF
1754,1753.0, yoongi father,NOT
1755,1754.0, flat clown bottom line america back sellout country look mirror year old,OFF
1756,1755.0, oh OFFENSIVE,NOT
1757,1756.0, figures douche would,OFF
1758,1757.0, showman pipes man sing,NOT
1759,1758.0, villifying literally hour rant imaginary bolsheviks women stop complaining think true wrong well got news buddy means OFFENSIVE,OFF
1760,1759.0, OFFENSIVE certainly attracted amused one,NOT
1761,1760.0, could help london based,NOT
1762,1761.0, remember antifa respectable intimidating neither lmao,NOT
1763,1762.0, hey serena favors women take care hit tennis OFFENSIVE take care family,NOT
1764,1763.0, people shot OFFENSIVE bakersfield liberals want tweet OFFENSIVE control chicago calls people shot OFFENSIVE lunch break yet nobody tweets word ways legal guns ownership vs OFFENSIVE OFFENSIVE ownership real solution,NOT
1765,1764.0, still canny get er somecunt maga telling us go bananas cos french boys spiking folks drinks amp kerr turns round n shouts OFFENSIVE free dunt,OFF
1766,1765.0, revkin spreading important news andy sees intellectual us real liberals r stuck public figures faux liberals like andy wonder real liberals dont care anymore,NOT
1767,1766.0, assuming proponent OFFENSIVE control argument OFFENSIVE control threat shot goes accuse people open conceal carry scared hypothetical OFFENSIVE shot hypocritical statement,OFF
1768,1767.0, eric holder prison,OFF
1769,1768.0, says social housing good breath talks climbing ladder hypocrisy incarnate OFFENSIVE lying politician lining party pockets tax money real estate builders building OFFENSIVE OFFENSIVE,OFF
1770,1769.0, needs get years since played birds move already hardly anyone still team played birds starting sound bitter ring,NOT
1771,1770.0, lab turned deal lds,NOT
1772,1771.0, gauge potential connection quantum field like differential geometry field strength tensor curvature tensor,NOT
1773,1772.0, antifa jv squad,OFF
1774,1773.0, also speaking man room remember kept silent allowed kids OFFENSIVE assaulted call mark judge case,NOT
1775,1774.0, get violent get occupy blacklivesmatter baltimoreriots ferguson antifa democrat OFFENSIVE,OFF
1776,1775.0, said gonna add u already,NOT
1777,1776.0, wonderful love grandkids,NOT
1778,1777.0, blame fact hispanic course,OFF
1779,1778.0, want OFFENSIVE charge stealing guns already felony OFFENSIVE someone OFFENSIVE life prison best way ends well whoever tries honestly think troll made chan get OFFENSIVE antifa members shot jailed,OFF
1780,1779.0, az would put money OFFENSIVE underage kids,OFF
1781,1780.0, amy iook think child OFFENSIVE also inspring young lady showed us conquer anything say stronger OFFENSIVE proud mr heughan said article big fuss answer,NOT
1782,1781.0, dr blasey ford kavanaugh metoo femfrauds maga maddow morningjoe wednesdaywisdom,NOT
1783,1782.0, neither authority arbiter seat,OFF
1784,1783.0, go original argument people blanket everyone together terrorists muslims alt right conservatives equally OFFENSIVE requiring specific groups denounce fringes means general populace ca differentiate,OFF
1785,1784.0, wonderful elizabeth kisses italy,NOT
1786,1785.0, get deserves mens prison,NOT
1787,1786.0, course never cover conservatives,NOT
1788,1787.0, know parents among mutuals followers lots great deal lot laser focused outdated idea early childhood education,NOT
1789,1788.0, bells,NOT
1790,1789.0, known sneaky,NOT
1791,1790.0, ok OFFENSIVE epithats left calls OFFENSIVE conservatives bigotry hypocrisy walkaway many dont OFFENSIVE tool establishment keep resisting outsider political elite millionaires,OFF
1792,1791.0, want prove actually OFFENSIVE,OFF
1793,1792.0, guys im literally italian know OFFENSIVE OFFENSIVE,OFF
1794,1793.0, weak OFFENSIVE must really painful,OFF
1795,1794.0, blaming trump hurricane showing ignorance hate give salary recovery maybe help,OFF
1796,1795.0, conservatives centrists discouraged approach dealing trump usa biggest friend protector trade partner open markets consumers benefit,NOT
1797,1796.0, prince time become king,NOT
1798,1797.0, hope tiny anti OFFENSIVE fraction usa support nfl contracts,OFF
1799,1798.0, bring back alex jack ban nyt,NOT
1800,1799.0, antifa caught guard getting confronted last person ever wanted answer,NOT
1801,1800.0, al talking entire mlb still take arenado day defensively chapman,NOT
1802,1801.0, thank president trump america benefiting todays economy importantly president trump gets credit maga,NOT
1803,1802.0, OFFENSIVE like follow stating basic facts totally diverting actual point stating fact phony,OFF
1804,1803.0, pathetic OFFENSIVE utah would allow happen wakeupamerica utah slc judges liberals sorry elizabethsmart,NOT
1805,1804.0, brainchild playing OFFENSIVE jen using ill gotten money mailer linking nixon anti semitism approved top cuomo aides,OFF
1806,1805.0, go back canada,NOT
1807,1806.0, looks like fred moustache ha ha,NOT
1808,1807.0, please stick bakersfield issues resign house leadership illiterate economics constitution take many bribes nospeakermccarthy,OFF
1809,1808.0, privat means b xvi cardinal agree though seclusion prayer nd meditation private mass nuncio making molehill mountain old guard conservatives oust francis,NOT
1810,1809.0, maybe reason gaining many subs hard working awesome youtuber,NOT
1811,1810.0, thought red hat maga hat saw maple leaf,NOT
1812,1811.0, agree liberals majority see people party canada running little c party lower ranks ndp,NOT
1813,1812.0, right though whiff,OFF
1814,1813.0, several western liberals happy national focus saudi,NOT
1815,1814.0, worst attorney general ever however common barry soweto worst president ever go crawl rock,NOT
1816,1815.0, actually per rules matter even saw coaches attempts coach receive warning based coaches actions would stopped warning saw let go,NOT
1817,1816.0, back baby lol,NOT
1818,1817.0, clown running guns,NOT
1819,1818.0, thank consideration careful might,NOT
1820,1819.0, seen tweets lately,NOT
1821,1820.0, stop trying make brandon run put trip option sprint option stuff run play action option formations bring book least four series,NOT
1822,1821.0, yes liberals,NOT
1823,1822.0, absolutely agree tried rallying people twitter asking follow strength numbers vote work polls early election election day speak liberals forwarded maxine walters rants secret service,NOT
1824,1823.0, finally terrible takes nfl owners OFFENSIVE,OFF
1825,1824.0, maga deep state video exposed,NOT
1826,1825.0, always strike lawyers served jury civil jury wanted decide case kept asking explain jury instructions take away lawyer may hold much sway deliberations side,NOT
1827,1826.0, go saturday dinner annual close pool season big OFFENSIVE round grounds huge ground pool know coming gore mind lol funny OFFENSIVE,OFF
1828,1827.0, democratic republic never democratic anything never democratic ideology new talking point constantly correcting democrats liberals,NOT
1829,1828.0, stage farrakhan total hypocrite pathetic,OFF
1830,1829.0, citizens means democrat voters,NOT
1831,1830.0, dare tell antifa right fighting facism fighting OFFENSIVE cause fixing facism republicans,OFF
1832,1831.0, say possessed nay brought truth hate truth,OFF
1833,1832.0, rourke tell us texas citizens feel law enforcement officers tell us immigration plan tell us OFFENSIVE control plans tell us tax plans tell us views senator,NOT
1834,1833.0, accusation enough fortunate live country innocent proven guilty,OFF
1835,1834.0, look bush cheney guy gop strange conservatives,NOT
1836,1835.0, point fuckingclass nearly lol,OFF
1837,1836.0, coming former ag charged OFFENSIVE commit OFFENSIVE fast amp furious scandal one many scandals committed within obama administration,NOT
1838,1837.0, rally behind blue wave parse policy country danger helping speaking place whiteprivilege stop,NOT
1839,1838.0, presumably think liberals trivial women complaining wonder dr ford want surrender harrowing experience,OFF
1840,1839.0, know lord,NOT
1841,1840.0, looks wow hard earned money used liberals extravagant lifestyle remind typical socialist government,NOT
1842,1841.0, comments defending OFFENSIVE ford blatant OFFENSIVE power completely laughable liberals bias bias tell must ndp rich downtown area polled OFFENSIVE man thanks guys needed good laugh,OFF
1843,1842.0, turns wall,NOT
1844,1843.0, yes stopkavanaughnow,NOT
1845,1844.0, sure thing,NOT
1846,1845.0, nothing leave,NOT
1847,1846.0, voting well democrat assume,NOT
1848,1847.0, like uwu troops show OFFENSIVE flag weeabo pride maga uwu,NOT
1849,1848.0, oh looks amazing thank u,NOT
1850,1849.0, david dennison might know,NOT
1851,1850.0, extremistische idee,NOT
1852,1851.0, guess settled gag inducing spokesperson commercialized conservatives,NOT
1853,1852.0, big lump agree,OFF
1854,1853.0, wasnt recently john brown OFFENSIVE club got kicked OFFENSIVE range antifa,NOT
1855,1854.0, timing convenient paid liar,OFF
1856,1855.0, st thing liberals conservatives want pass tpp trade deal via cdnpoli tpp nafta,NOT
1857,1856.0, everybody doin maga,NOT
1858,1857.0, yes OFFENSIVE em kindness let potus military leos handle OFFENSIVE nowwatching,OFF
1859,1858.0, uhhh sadam gassed OFFENSIVE kurds sp,OFF
1860,1859.0, truth finally get congress OFFENSIVE people dems trying take duly elected president running scared schiffhead maga,NOT
1861,1860.0, sure watching right wingers posting things think see discrepancies narratives posted approved antifa video organization popular youtuber examing antifa without bias,NOT
1862,1861.0, usual seemingly supposed smart feminist thinks made sense yen yen yen yen yen yen alone told rn also dealing another person considered maybe toxic one,OFF
1863,1862.0, never let OFFENSIVE,OFF
1864,1863.0, definitely OFFENSIVE OFFENSIVE,OFF
1865,1864.0, mean cheating allegations OFFENSIVE harassment OFFENSIVE cheating big difference know facts scare liberals concerned OFFENSIVE assaults need shout names slush funds revealed seat,OFF
1866,1865.0, create whole fake page talk OFFENSIVE sis really miserable sad,OFF
1867,1866.0, would chose headline left loves bernier personally could delighted important thing election prevent conservatives gaining power look ontario proof,NOT
1868,1867.0, course exclude select group primarily northwestern OFFENSIVE OFFENSIVE countries country list OFFENSIVE control positive correlation lower OFFENSIVE rates even within cherry picked euro countries,OFF
1869,1868.0, wo live long,NOT
1870,1869.0, proud creativity brought students truly asset,NOT
1871,1870.0, liberals worst sexists women speak truth especially political activists try judging veracity allegation evidence instead gender,OFF
1872,1871.0, ah yes get better job realize majority new job growth service industry expensive student loans college less less realistic people,NOT
1873,1872.0, lmao still OFFENSIVE hurt OFFENSIVE hitlary lost love see polls bucky,OFF
1874,1873.0, mueller doj fbi cia lawenforcement policestate proof law enforcement paramilitary goons OFFENSIVE leftwing dnc amp anything solidify grip power conservatives seriously question support police,NOT
1875,1874.0, cmon eddie reason rude recall always begging back guys stop talking stop trying make seem like horrible person amazing guy lmfao,NOT
1876,1875.0, holy freakin cow actually real antifa really know OFFENSIVE great way get shot hurt,OFF
1877,1876.0, conservatives finding pill hard OFFENSIVE,NOT
1878,1877.0, keep thing sitting back enjoying,NOT
1879,1878.0, theresa may nice,OFF
1880,1879.0, conservatives care democracy opinions called OFFENSIVE rights jeopardy anyone else give OFFENSIVE sad,OFF
1881,1880.0, please confirm kavanagh asap fine choice let liberals derail nomination scotus,NOT
1882,1881.0, holy OFFENSIVE sorry someone violated trust like,OFF
1883,1882.0, look us full narcissistic ca realize time,NOT
1884,1883.0, promises taken pinch salt often OFFENSIVE spreads misinformation elected doubt would see promise honored honorable guy,NOT
1885,1884.0, called hotel send shuttle come pick mother sitting terminal airport agents reminded wheelchair passenger cannot speak english hotel find,NOT
1886,1885.0, everyone know time called violent liberals gone far deep end,OFF
1887,1886.0, think jack busy right pushing feds share million museum project waiting liberals suggest deliver federal dollars,NOT
1888,1887.0, wants senator north mexico,NOT
1889,1888.0, liberals like,OFF
1890,1889.0, seen big chairs look face pose makes laugh somehow believe purposely orcastrated boots silly,OFF
1891,1890.0, whole media country sets discredit tommy decide write criticism well pathetic know faults one perfect save attacks likes corbyn antifa like tommy stay away,NOT
1892,1891.0, self defence justified antifa,NOT
1893,1892.0, incredibly odd little man,NOT
1894,1893.0, conservatives enemies OFFENSIVE,OFF
1895,1894.0, lol sure paul manipulated people last season called followers cuz saw threat anything kind kaycee amp angeela season wanna take tyler way knowing much final threat following,NOT
1896,1895.0, hollywood touch,NOT
1897,1896.0, hey biden reason hard working americans never tolerate career politicians maga thank trump,NOT
1898,1897.0, OFFENSIVE mission put bench standup justice mean warped sense justice preached liberals get er done,NOT
1899,1898.0, way democrats smeared conservatives republicans democrats stand women OFFENSIVE assaulted democratic politicians hypocrite amp need shut OFFENSIVE,OFF
1900,1899.0, sums happening across pond msm hides america metoo maga kag,NOT
1901,1900.0, oh stop u r defending u r conservatives OFFENSIVE accused u would believe women right away go yell someone toll booth spare us please,NOT
1902,1901.0, reading letter say know ford unlike kavanaugh letter women say left wing liberals threatening woman life,NOT
1903,1902.0, truly OFFENSIVE OFFENSIVE,OFF
1904,1903.0, hugs milo mine cannot back gt gt,NOT
1905,1904.0, charged false charges,NOT
1906,1905.0, lets ramble bit smiling admitting likes kate around definitely younger version pretty sure done,NOT
1907,1906.0, run support data guessing nola gotten everything equal go wins season good think exception,NOT
1908,1907.0, williams displayed bad tempered side world something probably always regret would say ye never high believe rules,OFF
1909,1908.0, opportunist wanted cabinet post liberals rightly decided good enough task crossed conservatives promised one person core beliefs credible trusted,OFF
1910,1909.0, proof beyond unhinged never ever power country walkawayfromdemocrats walkaway,NOT
1911,1910.0, go low,NOT
1912,1911.0, us open treated poorly whole controversy outfit bottom line treated differently women OFFENSIVE would never happen man usta better soon recognize women tennis act accordingly,OFF
1913,1912.0, see told despicable,NOT
1914,1913.0, OFFENSIVE monger fake rage,NOT
1915,1914.0, conservatives starting sound like relatives facebook way around,NOT
1916,1915.0, finna say OFFENSIVE get crispy OFFENSIVE jogging suit,OFF
1917,1916.0, women liberals nuff said kavanaugh confirmed next week regardless desperate games game maga,NOT
1918,1917.0, whos OFFENSIVE intitled racists,OFF
1919,1918.0, OFFENSIVE OFFENSIVE OFFENSIVE OFFENSIVE,OFF
1920,1919.0, know probably saying softest things yet looks like truth,NOT
1921,1920.0, saying simply untrue,NOT
1922,1921.0, familyprotection OFFENSIVE control supporters rebranding efforts facebook livingtrust free california ccw class plus virtually unlimited free training front sight world largest OFFENSIVE school,NOT
1923,1922.0, wondering whether another election wrong party get electorate voted conservatives voted labour,NOT
1924,1923.0, great hi fiona,NOT
1925,1924.0, hearing care people country unjustly treated going make excuse kneeling offensive continue ignore problems face nation,NOT
1926,1925.0, completely agree potential victim claim must afforded due process villianized,NOT
1927,1926.0, bwahahahahaha liar let bring case state md would love see see bankrupted kavanaugh attorney libel suit,OFF
1928,1927.0, family consist cheating husband never loved two bonus boys made clear mom never laws show affection stray cats wewe paid employees laugh cashing checks,OFF
1929,1928.0, years ago OFFENSIVE assaulted supreme court nominee would like remain anonymous answer questions basically smear campaign democrat want conservatives majority scotus,OFF
1930,1929.0, understand OFFENSIVE lives matter OFFENSIVE global warming demand OFFENSIVE control safeguard roe v wade course marshal forces throw bum save ss used OFFENSIVE billionaires medicare covers everything worries fears,OFF
1931,1930.0, policies worst,OFF
1932,1931.0, maybe tweet OFFENSIVE verse ferengi,NOT
1933,1932.0, like guys gettting trying pass across said went cu enugu left,NOT
1934,1933.0, better leave hiac sdlive women title tonight best woman whole roster bar none,NOT
1935,1934.0, know left going believe OFFENSIVE demo liberals rats OFFENSIVE president trump nov going red,OFF
1936,1935.0, nothing burger,NOT
1937,1936.0, born pakistani get life man ur wife deleiver boy london nd back pk baby pakistani nd ur wife r pakistani papers registration london make ur boy non pakistani honey see forefathers history,OFF
1938,1937.0, adulting knowing OFFENSIVE cut future plans,OFF
1939,1938.0, please make mistake kavanaugh perjurer also trump lackey votenoonkavanaugh,OFF
1940,1939.0, beautiful,NOT
1941,1940.0, sweet thank spreading love tml,NOT
1942,1941.0, sounds amazing bloody disgrace mostly forgotten,NOT
1943,1942.0, says man favorability wo win retiring,NOT
1944,1943.0, semper fi marines follow maga,NOT
1945,1944.0, comedian lectures audience hour white men OFFENSIVE earth,OFF
1946,1945.0, pure become like atsushi kun whispered could hear child thinking hard love adopted saved showed beautiful light atsushi kun,NOT
1947,1946.0, nephew trump right get f outta,NOT
1948,1947.0, maga please explain,NOT
1949,1948.0, impeach trump maga,OFF
1950,1949.0, zoe getting married refuse believe still baby baby lol,NOT
1951,1950.0, salesforce billionaire marc benioff buys time million tcot maga rednationrising,NOT
1952,1951.0, illegalaliens get constitutional rights tcot americafirst sanctuarycities conservatives law lawyers thewall trumpwall wall,NOT
1953,1952.0, sort thing antifa socialists would cheer,NOT
1954,1953.0, name whitney OFFENSIVE,NOT
1955,1954.0, stop giving quotes start giving facts prove OFFENSIVE control work,NOT
1956,1955.0, guess time get divorced keep income silly liberals clue make canadians benefit divorced couples whatareyouthinking,NOT
1957,1956.0, freedom speech agree left,NOT
1958,1957.0, estoy OFFENSIVE alterando,OFF
1959,1958.0, rahm emanuel OFFENSIVE ill omen democrats tcot maga rednationrising,OFF
1960,1959.0, congratz going make great mom,NOT
1961,1960.0, conservatives turning back OFFENSIVE power onpoli pcpo ondp topoli toronto tocouncil,NOT
1962,1961.0, given option stay home stack money always tell people opportunity given take OFFENSIVE OFFENSIVE,OFF
