,text,label
807,bet prick second hand pincushion maga,OFF
808,probably stay awake long enough leave country said would move new zeland see still bad,NOT
809,top among syndicate boss sure ready retire happy knowing lol fan since lgn amp f grown,NOT
810,meme circulated times antifa rioted left either ignored celebrated course fool,NOT
811,antifa haha exactly big movement ok,NOT
812,congratulations blocklists find scraping publicly available blocktogether lists please check follows people incorrectly blocked,NOT
813,think political impasse conservatives going vote force ge tm going allow remain ballot paper,NOT
814,referendum whether gdp goes leaving political union becoming independent country issue neither conservatives labour party wishes address,NOT
815,like gun control obozo conservatives greatest asset win elections talks win redwave,NOT
816,maybe making amends openselection passes conference,NOT
817,admitted lead cater sex criminals exclusively would harder condemn liberals leftists degenerate deviant cultural marxists,NOT
818,glad left deserve disrespect likelihood going get worse deserve someone proud smart amazing someone want dim shine make feel better,NOT
819,ancient homies couldnt cock cocks fighting literally illegal athens fjshdhjs,OFF
820,doomentio,NOT
821,fucking delusional,OFF
822,great liberals ignore pain victims democrats really sick,OFF
823,good ad conservatives,NOT
824,losing ab literally whole offense,OFF
825,noticed broke away soon senate started talking great growth rate salary increases employees station crooked also negative conservatives praise liberals drainthedeepstate crookedmedia,OFF
826,anime fan means like cutie,NOT
827,intruder alarm went house morning powerful weapon guy wants take away leaving defenseless called gun control aka ban guns,NOT
828,absolute dick,OFF
829,well duh defends abusers defend,NOT
830,well guess totally fine attack character mistake mean right american victim gun violence call stricter gun control laws anyway,OFF
831,mocking non victims claiming victim hood,NOT
832,either way ny screwed,NOT
833,quite enjoy tweets liking,NOT
834,qualified,NOT
835,missed point like called white supremecists bc support trump please generalize dems support antifa violence,NOT
836,convert hard discouraged father jewish jewish,NOT
837,liberals act emotion understanding law go around condemning every agree completely fucked rational nobody believed women years let believe women oh screw legal system men pigs guilty smh,OFF
838,trying sell stuff worry everything going shit politically must liberals,NOT
839,sis answer u u focused bashing sis ur opinion mine versatile artist many good albums say truth say u hate selena go,NOT
840,obama must copying democrat thought please,OFF
841,would surprise bit like falsely call conservatives fascists justify physically attacking trump nazi kill matter time suggest,OFF
842,hey actually really care celebs loop celeb news interest western celebs anything evaluate view celebs since one placing personal vendetta someone something,NOT
843,amazing hope incredible future thank contributions community,NOT
844,reply makes sense,NOT
845,yes love gold,NOT
846,shush makes ship make sense,NOT
847,,NOT
848,actually tantrum,NOT
849,,NOT
850,course,NOT
851,lvmpd mgm going held accountable vegasshooting subsequent coverup amp knee jerk gun control anyone else find curious first surveillance video released mgm exclusive new york times,NOT
852,dueprocess permitted conservatives documented evidence democrat believed doublestandards confirmkavanaughnow,NOT
853,check fake shooting,NOT
854,shame tv,NOT
855,would weekend major festival stanley park well closing nelson street burrard,NOT
856,rssreachesout called liberals exposed want talk terror state boycott rss covention,NOT
857,lol idea nazis socialist complete inability grasp reality mind blowing antifa shit calling civil war defend slavery confederacy considered lincoln fascist hmmmm,OFF
858,lol exciting times god worst,OFF
859,good gov gov cuomo gets endorsement nation largest gun control group,NOT
860,sam act working swear acting,NOT
861,rachel madcow mother doubt,NOT
862,think much accomplish goal,NOT
863,hidden like liberals hid everyrhing failed nipigon bridge huh money barred truth sickens communists,NOT
864,congratulations potus maga,NOT
865,bad life sucks u schiffbrains ur going along wi ur criminal friends red line crossed lies u tell u never b anything belly snake maga trump schiffbrains,OFF
866,let focus kavanaugh bringing cases make argument hypocrisy irrelevant like saying let investigate bank robbery liberals robbed banks try focus,OFF
867,going heartbroken see followers go bot bot bot,NOT
868,prouduncle finest cheerleader te amo stinky butt,OFF
869,done,NOT
870,thank support,NOT
871,shit right also showed polish friends quite triggered,OFF
872,remember tina always sleep dead,NOT
873,purp chris im real cj notice psa,NOT
874,plelleeaaaaseeeee literally sobbed hard screen think looking beautiful sleeeeeeeps,NOT
875,please tell jimin even knows amazing actually saved life joke really thankful please safe healthy pray every single day minute protected safe thank,NOT
876,fault cheat,NOT
877,hold real reading right everything free,NOT
878,oh higher unemployment witch hunts lynch mobs antifa communist parades shit let hollywood decide feel,OFF
879,wow types folks want teaching already confused millennials,NOT
880,think hurt,NOT
881,awesome job mr president trump maga,NOT
882,everything issue muslims go live another country like iran,OFF
883,admit anything read tweet please english rd language rather good antifa nazis name self messiah would still thugs fighting freedom free speach btw free speach hate speach man,OFF
884,yeah need gun laws like europe really hard bad people get guns people clueless guns,NOT
885,holder held contempt congress prison fast furious murder,OFF
886,expose demons violating constitution violence amp threats run govt instead winning polls name domestic terrorists amp jail,OFF
887,black lives matter antifa,NOT
888,kavanaugh short list year ago liberals think good idea imagine many people future zero evidence yrs later including year accuse people ruin lives including liberals politicians,NOT
889,helping improve women watched sports,NOT
890,gun control fun statue stupid child desk going change peoples case stupid give firearms free speech rights one government fuck,OFF
891,republicans platform take away healthcare harm environment take away children take away women rights believe rule law voter suppression gerrymandering take away social security limits gun control explodes budget voteblue,OFF
892,maybe talk double standards liberals conservatives somebody always victim,OFF
893,beautiful looks like dad,NOT
894,qanon maga think nothing happening,OFF
895,rosenstein attorneys helped vet kavanaugh sexual abuse charges go back highschool days ca proven amp named witness denies pathetic confirmkavanaugh pjnet ccot maga kag trump nomoreprogressiveliberals,OFF
896,sorrynotsorry breastfeed child ends milk allergy switch formula really putting parenting lazy change diet go lactose soy free baby best best,NOT
897,sorry read right thing report warn us needless say none things say stay strong,NOT
898,crisis conservatives think everything crisis asylum seekers economy tmx nafta relax guys adults room,NOT
899,ex obama administration personal yet see pattern folks actually publicly msm partner treason attempted coup etat,OFF
900,thanks keeping us thought kind fans know cool cat gonna drag many great thing fans life,NOT
901,fuck u,OFF
902,north star amongst many stars pass away fill night sky brilliancy cannot begin imagine parent grateful amp humbled time however brief w many shining stars continue guide us,NOT
903,remember talking media never questions assertions everyone right nazi antifa group protesters,NOT
904,yep world liberals want live,NOT
905,aaa dibales dong,NOT
906,niggaz buying pussy bitches trying buy love,OFF
907,think guilty leftwingers make sexual assault claims conservatives,NOT
908,yeah dangerous question scattered year old account pushed eve nomination liberals saying stop nothing derail judge kavanagh trumps picks delete account,NOT
909,tbt time gave us shout blog amp felt like coolest kids town ncdd org blog creating welcoming environment conservatives village square revivecivility tothevillagesquare,NOT
910,rimmyantifa young working class proletarian join cause,NOT
911,also prohibited possessor thanks obama every soldier ptsd crazy administration ca get life insurance either still support nra work gun rights hoping trump fix wrongs labeling veterans means back door gun control,OFF
912,suffer fools seen enough shit last nine lives,OFF
913,eggman,NOT
914,sorry love know disappointed maybe stand next life time,NOT
915,awww poor pocket try something else,NOT
916,gop conservatives evangelicals traditionalists catholics hypocrites,OFF
917,lmao suck nfl,OFF
918,well cut pages replace saying everyone needs chlorine c mon chicken,OFF
919,believe woman person would volunteer shit show experience true stand solidarity christine blasey ford,OFF
920,communist democrat socialists bad humans,OFF
921,hmmm piss portion population actually supported football shocked numbers took nose dive shocking,OFF
922,gets period cause,OFF
923,good grief calm antifa people throw chicken nuggets ridiculous think funny rewarding bad behavior,NOT
924,sexy diagnosis mean gets low quality care making incorrect assumption,NOT
925,keep going let remember vote vote red let maga yaay maga,NOT
926,antifa took,NOT
927,gun control horrible idea matter reasoning results kind thing,NOT
928,thus far people getting shot kicked places conservatives maga walkaway confirmkavanaugh,OFF
929,lol ever head protest trump also people gun control tweet tweet,NOT
930,yeah take gun control policy advice jean company beyond trumps die hard almost enough snowflakes claim dislike hard tell part,OFF
931,hmm closest emoji shovel go figure,NOT
932,let discuss fault rn happened blame let first get reasonable amount evidence presuming guilty,NOT
933,donald trump president,NOT
934,least trying busy tweeting hate tweets like u n buddy aka bishop jonso,NOT
935,yesonkavanaugh yes right thing yes conservatives power yes democrats miserable humans yes sick tired tantrums democrats yes freaking lost election please add reasons,OFF
936,ford accused something years ago testify liberals months came think liberals ones took gamble,NOT
937,manitoba ndp leader wab kinew carbontax proud allow ndp come right insane trudeau liberals winnipeg canada mbpoli,OFF
938,hello used date anthony weiner tell us,NOT
939,amp sicking attack dogs antifa resist blaming right,NOT
940,hahahahahahahaha may need change strategy acting like spoiled child throwing tantrum showing world sore loser national television great way improve anyone viewed,OFF
941,oh ok reversed important issue mental health got rid mental health conditions gun control great job guy liar proven amp worship away right,OFF
942,people get regardless wall kind like gun control argument,NOT
943,hilarious way good,NOT
944,quick way get killed thanks antifa,OFF
945,republicans underestimating fever liberals get rid trump,NOT
946,cant legal right kag maga,NOT
947,wapo idiot comment disgrace journalism sad,OFF
948,saying years uncle christopher tristan aunt carla bickle,NOT
949,sucks,OFF
950,ik rappers think cause anti drug honestly think music good,NOT
951,happy birthday,NOT
952,funny liberals liberal stars hate folks make give fame power live without,NOT
953,sides promised wall since ever anyone believe anything say promised since,OFF
954,fair positive liberals blobs cells,OFF
955,member butt,NOT
956,think jack knows many conservatives never met one want lecture everything run like business work harder follow rules,NOT
957,time indict trump pro law,NOT
958,target environment keeps getting richer,NOT
959,disgusting hypocrite,OFF
960,well would allow still protest stop speaker group really hitler early time nazi party group known ss would beat politicians people agree sounds familiar smells like antifa,OFF
961,expect common sense liberals,NOT
962,nobody cares thinks wants elected haha helping party either stay helping conservatives progressives dont like,NOT
963,fucking love true actually types jobs learn,OFF
964,best stray message need using every death blame guns push gun control talking actual causes distracts gunsense,NOT
965,huh pot grows council grows case reduction amount going right back city police gun control already announced,NOT
966,nope mm way maybe time ask sky gone wrong foster cnn book first kp tweeted book liberals trump americans mm british known worst,OFF
967,oh heart beautiful much beautiful immersion blender,NOT
968,new bill aims send masked antifa activists jail years,NOT
969,sad america liberals kind mccarthyism u us accuse yet chinese spy dem office years n media shrugs,NOT
970,president trump fighting american worker american jobs maga,NOT
971,laughable parade china shocking human rights record china extreme gun control meant death millions chinese citizens hands state history well known,NOT
972,saying relate gun control police departments prosecute family time limit access weapons police department reluctant acknowledge wrong doings correct dont deserve access weapons,OFF
973,ever stop lil cough eddandflow cough oh shit snapchat slip add,OFF
974,chuck think juanita broderick credible keith ellison girlfriend domestic abuse credible truth chuck sh stirrer cause case ruin mans impeccable career embarrass wife amp daughters sleazy days work liberals destroy dont like,NOT
975,want gun control let corporations rip us americans stand cops assassinating unarmed black americans cops enemies americans want kill blacks america thanks,OFF
976,killshot gun control rap devil,NOT
977,hollywood finest,NOT
978,mondaymotivation liberals backing kavanaugh accuser high school episode attack scotuspick praised adultery superstar mccain logic much maga liberalismisamentaldisorder,NOT
979,epic fail,NOT
980,antifa would put nails pillows dont recommend,NOT
981,hope stays safe brave soul coast nc staying put scared ca leave without hubs stay man prison works,NOT
982,bitch complaining corporate lobby lmaooo,OFF
983,saw shit today made want politely ask could stylist early bangle bracelets unnecessary accessories like responsible words,OFF
984,yyyy fuck bitch decided gone steepppp,OFF
985,liberals grasp unproven straws notplastic,OFF
986,bjp leaning intellectual called liberals congress leaning intellectual definitely congress karyakarta,NOT
987,said complains fox news nothing like trump war news media right trump use espionage act spy reporters like much worse scary,NOT
988,people firearms allowed comment gun control debate,NOT
989,funny human rights pro abortion settles lies pacified deceives playboy,OFF
990,democracy civil disobedience paramount dumpford dictatorship conservatives liars fascists onpoli topoli time ontario municipalities stand local democracy via,NOT
991,christina would better choice courtney hadwin done much amateur making america believe,NOT
992,clearly racist anti senior citizen allow conservatives never take seriously start fair,OFF
993,mean worth,NOT
994,shooting happens country gun control laws first time literally decades gun laws prevented unga bunga gun control sucks bet dummies wish guns meanwhile another school shooting happens america,NOT
995,,NOT
996,follow along conservatives paid fusion fusion paid orbis steele company hard seriously,NOT
997,antifa,NOT
998,matters less swaying political slant scotus parties fact important lib conservatives court makeup,NOT
999,bumper sticker liberals expensive,NOT
1000,damn fell victim little thing called tos much like ones site,OFF
1001,kavanaugh confirmed two sexual deviants sitting supreme court conservatives nominated republicans democrats put women scotus republicans put perverted men lifetime stopkavanaugh stoptrump savescotus,OFF
1002,liberals shame outcome justifies mean,OFF
1003,tippi hedren julie jack rifftrax also scene birdemic credited movie playing tv hotel,NOT
1004,coming guy worries straws cleaning failed shitty policies knows best lol,OFF
1005,hope reporting gun control,NOT
1006,popular side equal winning side facts private schools much better job educating students public schools public school teachers get unfair perks deserve unfair private school teachers,OFF
1007,jeff flake looks like flaking confirmation,NOT
1008,fucking sad,OFF
1009,bull probably debt soros paying never afraid happened give us break,NOT
1010,suppose think way liberals attacked sarah palin courageous also another hypocrite,OFF
1011,ilegal invader kills year old canadian girl,NOT
1012,million dollars cbs metoo buy lot lies lot professional witnesses lot axes grind antifa fully financed blm millions collected obama justice dept look antiamerican havoc create metoo warming,NOT
1013,wtf waste minute change life,NOT
1014,catfight meow,NOT
1015,much prefer latter option,NOT
1016,alone,NOT
1017,bill consider democrats americans constitution mean anything uncultured uneducated violent like antifa already declared judge kavanaugh guilty rape,NOT
1018,eject senate rule break next time follow rules senator,NOT
1019,want adopt dog precious,NOT
1020,great american patriots dregs society warped delusional perspective joe blow biden disgrace america,OFF
1021,joke another dirty tricks democrat george soros payroll democrat party knows shame maga,OFF
1022,,NOT
1023,welcome gordon shirley xxx,NOT
1024,clearly long safe one else matters lol,NOT
1025,always looking faults forgetting look whole picture journalism objective reporting dead everyone pundit subjective expert,NOT
1026,actual fuck ill report fucked,OFF
1027,leak shit anyways lol,OFF
1028,st world country bullshit like bullshit problems like fuck gun industry fuck dipshits enabling preventing sensible gun control,OFF
1029,right joe interview fox get back iowa,NOT
1030,itne liberals ko burnol khana padega,NOT
1031,need gun control lol,NOT
1032,following maga,NOT
1033,absolutely adorable good mommy take good care,NOT
1034,yes right lefties neo liberals trouble papers proper journalistic ethics funny magyar nemzet n pszabads g highest circulation also funny communistic past,OFF
1035,tip franchise qb,NOT
1036,great gun control takes concentration steady hand way go girl,OFF
1037,disgusting tells anything need law n order conservatives n kavanaugh,OFF
1038,big accomplish gun control year disaster,NOT
1039,anyone besides think angling sessions job saw today statement made sitting senator would approved replacement otherwise senators would stab session back well sure makes difference lg may angling send mueller packing,NOT
1040,aurora growing learning stuff quickly really good drawing counting intelligent baby laughts playfully kiss breaked pecks nose,NOT
1041,underrated love pure person,NOT
1042,raised hand smh,NOT
1043,would never guess employee plays covet fashion game ipad free time strange phobia dogs amazingly weird jump foot,OFF
1044,go back canada freak,OFF
1045,yep bc agreeing forcing adult memes choices individuals developed enough comprehend means homophobic,OFF
1046,americans smarter think maga votered redwaverising saveourcountry votedemsout,NOT
1047,fit team agholor stay slot successful jmatt outside threat,OFF
1048,nike lost billion kaepernick named face bullshit,OFF
1049,proved us second time undeniably force reckoned industry release lotwvideo check,NOT
1050,stand corrected guess memorable thing hateful lmfao,NOT
1051,google go hell,OFF
1052,job pr guy,NOT
1053,better everyone everything literal angel wrong,NOT
1054,unless live sweden gang rape capital world million migrants welcomed open arms vetted thanks liberals power,NOT
1055,equipped adopt period,NOT
1056,woman accusing supreme court nominee kavanaugh physical sexual assault ignored insulted whitehouse senior counselor says rapist amp atempted murderer go free yrs drunk amp wanted tcot pjnet maga,NOT
1057,chicago ran democrats decades gop solve problems created begin act absolutely code gun control happening would help anyway need detectives start hiring,OFF
1058,think judge kavanaugh voted next week mondays hearing unfortunately reputation tarnished vicious lies maga wwgiwga,NOT
1059,welcome casey,NOT
1060,craziest mf sadly far worse examples good christians,OFF
1061,innocent proven guilty applies liberals,NOT
1062,interracial marriage liberals throw word around easily might want look see means,NOT
1063,average wage average house price thatcher charge ratio fundamental reason build many like genuinely affordable wasting resources,NOT
1064,bruh ita gonna ok go without parents hella scary ready think gonna fun could bet,NOT
1065,lmfaooo baby young,NOT
1066,fine liberals made sure use much carbon possible make electricity,NOT
1067,blocked,NOT
1068,working texas paid soros cartel fond cruz beto dangerous person another dnc sheeple,OFF
1069,want kiss ass,OFF
1070,person stance gun control telling statement believe rights individual might well stamp statist forehead please vote accordingly,NOT
1071,beto also wants open borders illegals come go please also gun control espically semiautomatic weapons betonotfortexas,OFF
1072,canada need comedians back,NOT
1073,absolutely point debating liberal party swung far left nothing hate rationale fleeted side trump could create world peace utopian society liberals would still resist reason hatred,OFF
1074,know antifa far left republicans peaceful use violence protect antifa,NOT
1075,f hope since smarter th grader maybe,OFF
1076,metallic color tomorrow go get birthday gift,NOT
1077,agree trump surprised see many liberals talk cute sneaking candy war criminal funeral,OFF
1078,good thing california gun control laws,NOT
1079,joebiden calls trump supporters dregs society biden organized coup ukraine son steals b ukrainian people leave country search jobs maga potus zog,OFF
1080,needs lose weight,NOT
1081,destroying excuse beat time bullshitting also love,OFF
1082,motherfucker common sense website,NOT
1083,lies rumors spread liberals known pattern hell,OFF
1084,shes old shes pushing gun control since lincoln assassination,OFF
1085,blue jamie lee wo miss ya,NOT
1086,corrupt period last week u liberals saying release bc something hide boy u pple pple depend actor info wow u pple scare green today yellow,NOT
1087,grew listening k shit breaks heart rip,OFF
1088,delusional idiot traitor,OFF
1089,happy birthday dad ily thanks best man caring us love appreciate,NOT
1090,reminder trump best interests scotus seat empty mid terms even next election trump card challenges party conservatives days,NOT
1091,oh,NOT
1092,mean like democrats push gun control agenda,NOT
1093,unwanted mother left flushes toilet goes antifa rally celebrate,OFF
1094,jimin ssi hope know angel love much always amazing,NOT
1095,ur head bout big shit,OFF
1096,solidarity israel banner photo antideutsch infiltrators originally used online mag bunker connections fashy pro ek types chan leftypol board go image anti antifa crowd archived,NOT
1097,morphed antifa antifa gets better coverage important soros cash ie upset know racist stuff trump children cages everything like ya know,NOT
1098,complete utter waste time liberals,OFF
1099,plan might discredited chequers plan crash without plan,NOT
1100,blame trump weather corruption existed decades pr ass typical democratic,OFF
1101,one attacking trump supporters large ever heard antifa thought leaving long ago anyway still wasting time,NOT
1102,cats antifa animal world,NOT
1103,favor watch still time spit kool aid pay attention happening right leaning conservatives brainwashed sickening,NOT
1104,quite beautiful,NOT
1105,nigga snitched added spice top snitching,OFF
1106,attention publicizing names trump supporters twitter account lists names high profile random trump supporters list antifa target list please help report twitter needs suspend account,NOT
1107,unfortunately report riddled errors fabricates connections influencers simply exist categorizes liberals far right even openly debate conservatives,NOT
1108,far right bastards literally everywhere luckily far left extremists like antifa jeremy corbyn supporters act counter balance,OFF
1109,liberals believe constitution ultra leftists,NOT
1110,well truly thought intruder home would suppose would revert police training sickens media hype going get strictly white black horrible way around,NOT
1111,ben terrible person probably raped people vial human book nothing field play like personally,OFF
1112,idiot fuck get people,OFF
1113,honestly ya talk opinions gun control ppl taken aback,NOT
1114,indie noun place people talented working hard get spot opportunity knock everybody,NOT
1115,breitbart dead,NOT
1116,wo legalized federally since used back door gun control,NOT
1117,start tweeting pussy ass shit,OFF
1118,asmr eel sushi salmon sushi eating sounds big bites talking yaya asmr,NOT
1119,ya looks like lit mma accounts weird,NOT
1120,weak really beat ass,OFF
1121,thanks dbc love reading books heard pretty epic looking forward finally getting read soon,NOT
1122,stopped watching football,NOT
1123,ntknetwork news rnc raised million midterms maga prolife,NOT
1124,ca help amazing,NOT
1125,background kept wraps chance rabid maga cops law enforcement entities attempting keep quite trouble maga,OFF
1126,bird ass,OFF
1127,know great job california maga,NOT
1128,would name dogs breed fucking clue,OFF
1129,liberals care anymore democracy burn country let trump govern two years remember objective throw trump power within first six months,NOT
1130,start week adults krav maga classes keep awesome work guys pleasure see old faces coming back training many utilising new timetable see class elite team,NOT
1131,patriot actively try disrupt people simply lost election ever patriotic undermine presidency working bring prosperity every american,NOT
1132,thought liberals got rid high school shop class,NOT
1133,say desperate,NOT
1134,many arrests taken place socialist media covering course coming arrests make socialists heads explode wwgwga maga drain swamp build wall,OFF
1135,least brennan smart enough recognize trump lion smart enough know ca hurt trump hurting trump idiot fantasies,OFF
1136,holy shit people say nebraska fan please take dead program somewhere else keep vcr around watch highlights,OFF
1137,explains alien lol,NOT
1138,needs speak someone anger harboring cause made explode like underlying issues lordt,NOT
1139,mean gun control ca defend,NOT
1140,poor godless liberals,OFF
1141,think found less well educated conservatives inclined accept government directive face value,NOT
1142,good dude work,NOT
1143,people awake projection longer tactic liberals successfully use,NOT
1144,look cranky,NOT
1145,good conversation many condemnations part sides matter gun control discussion,NOT
1146,correction liberals false majority backs lot close races emphasis false electoralreform,NOT
1147,thanks following glad connected,NOT
1148,ggg knows going knock way goes judges,NOT
1149,called espionage plan site help bosses moscow,NOT
1150,following patriots please follow back thank maga kag walkaway witchhunt redwaverising votered votedemsout voteredtosaveamerica,NOT
1151,confused one liberals running loose beaware,NOT
1152,tyler thursday go girls think tyler believes mastermind needs take seat angela kaycee win,NOT
1153,bono get town,NOT
1154,says person refused idea differant views things really product us system us antifa lite world really small,NOT
1155,going pull crooked letter crooked letter,NOT
1156,man tell body count refused woman fuck,OFF
1157,dumbass really thinking hell pregnant last years,OFF
1158,seen antifa disarming people open carry states,NOT
1159,realize fool making weird obsession susansarandon maybe research b spouting nonsense,OFF
1160,yes hate groups ill defined know hate groups right antifa anywhere near level modern conservative hate groups subjective guess neither us actually make valid statement,NOT
1161,would three offer peoplesvote brexit,NOT
1162,exactly ford damn pawn baby adults america aka democrats sheisaliar conservatives control highest court years,NOT
1163,liberals today r different classical liberals liberals today gone far left r marxists burying head sand think neo amp classical libs trump authoritarian people say want amp killed,OFF
1164,antifa wannabe,NOT
1165,inciting violence towards trump supporters lists targeted antifa,OFF
1166,ai nobody bitter women know worth spending life upgrading somebody son actually living becoming best versions go look cute maid outfit like always,OFF
1167,poorly worded talking actual shooting means aftermath gun control aspect,OFF
1168,witness protection wish cow mobile phone could call cows share escape govegan,OFF
1169,liberals dangerous say anything push agenda victims judge kavanaugh wife daughters,NOT
1170,need ladies spread pussy cam,OFF
1171,bullshit rich liberals saying,NOT
1172,wow really think works going tell wife going hell lol,OFF
1173,still batting,OFF
1174,love ya girl never change perfect,NOT
1175,liberals lowest,NOT
1176,brennan probably wrote nyt op ed,NOT
1177,antifa democrats gonna pay yuge november final nail coffin fruitcake trust funded fakenews journalism,OFF
1178,let get right mogg attacked accusing profiting,NOT
1179,boi bts members,NOT
1180,paul manafort legit trader works ed trump guess big deal conspire country anymore maga,NOT
1181,exactly think,NOT
1182,sex work,NOT
1183,good bitch hood missed crazy thing saying em smoke house used lit everyday,OFF
1184,chelsea freaking beautiful ca believe skin color beautiful live aubree great little lady,NOT
1185,great friend,NOT
1186,year mandatory federal sentence crime committed gun stop gun control nonsense punish guilty politician today support gun control safe zones work pols want less crime hot air,NOT
1187,nonsense people want stricter gun control laws response buy guns rational debate,NOT
1188,getting predictable,NOT
1189,hope right everyone sake want voice heard often,NOT
1190,dos nra california lot lots worthless gun control laws already gun control work crazy people obey law,OFF
1191,bitch posted kdksksks hope get better soon,OFF
1192,busy maga love president,NOT
1193,glad follow great trump supporter,NOT
1194,death threats police complaint forms field notes police recordings sounds like antifa staging push narrative socialistdemocrats,NOT
1195,anything right shadowed florence think holding till storm,NOT
1196,amen,NOT
1197,lol escaped shit even regret watching minute loyalwolf,OFF
1198,know never seen watch benfica games takes shit new level,OFF
1199,nothing math,NOT
1200,thanks resistance boycott means nessasary losers hollywood msm rinos google facebook twitter china jack black haters antifa ruining country enough need wall,NOT
1201,time common sense conservatives take day march washington,NOT
1202,even suspended absolute game changer makeithappen,NOT
1203,go girl god bless survivors getting young people vote common sense gun control,NOT
1204,populism political ideas activities intended get support ordinary people giving want cambridge dictionary yes think liberals conservatives must unite prevent ordinary people getting want want collusion,NOT
1205,likely forgot mental capacity dropping everyday woman fit serve longer like said trump remember part problems solution maga,OFF
1206,reason,NOT
1207,liberals trumps fault,OFF
1208,next tide would appropriate,NOT
1209,following tacozt bit sociopath moron lethal combos,OFF
1210,democrat love great country standby watch liberal arm democratic party tries destroy everything love country walkaway actually runaway libshateamerica commiessuck maga kag everyone,OFF
1211,shameful nra spending million get kavanaugh installed gun control pot tea,OFF
1212,good want vote want see corruption matter side shame,NOT
1213,good democracy overrated read hans hermann hoppe democracy god failed,OFF
1214,guess u looking wrong looking wrong thing girl walking started dating yrs physically handicapped still w sex love spirit,NOT
1215,see gun control need leftist liberal control guns kill people idiotic immoral leftists liberalismisamentaldisorder demsaredangerous walkaway,OFF
1216,oh yes,NOT
1217,conservatives x funnier liberals,NOT
1218,think done kavanaugh family throw crap back nothing stall tactic liberals would fight anyone appointed,NOT
1219,yeah peaceful right well know right counter protests unlike fascist antifa k counted dianne abbott,OFF
1220,maga make alcatraz great,NOT
1221,pit bull debate like gun control pit bull kills someone comes pictures loving pit gun kill someone guns never killed anyone,NOT
1222,plan next summer actually need shade thinking could fun side project,NOT
1223,sis mandys nose havin ass grim adventures billy mandy smell shit wheeew,OFF
1224,investigate antifa connections nazis,NOT
1225,conservatives standing dumpster unconstitutional illegal activities complicit henceforth supporting tangerine toddler policies actions ffs americans party loyalists else lose,NOT
1226,oh kyle since one many adoptive dads,NOT
1227,liberals live real world,NOT
1228,living nickname tonight fucking nightmare ufc,OFF
1229,happy liberals,NOT
1230,wonder liberals messed watching supporting trash tv,NOT
1231,gift keeps giving conservatives love,NOT
1232,yh,NOT
1233,option save country never stop fighting vote maga red,NOT
1234,dividing us longer working hollyweird demoncraps liberals race card longer helping,NOT
1235,tells us unserious attention seeker iphone,OFF
1236,mom says finish antifa posters get upstairs dinner ready,NOT
1237,think countries following maga people sick overrun amp pay,OFF
1238,bring great point morons really look life like movies gun control debate time seriously think shootout bad guy never hurt bystanders want arm teachers idiots,OFF
1239,yeah series books got sword art online novels mangas,NOT
1240,good,NOT
1241,described antifa black block well democrats big tech defend fascists,NOT
1242,hahahahahaha said idiot handed billions iranians likely worst deal history us foreign policy poster child someone qualified job,OFF
1243,people worst kind criminal playing emotions base fueling hatred country insane rhetoric playing constant mind games cause anger helping cause liberals catching,OFF
1244,antifa sign anything paid enough,NOT
1245,maga great thing hurricane florence hear bionic woman amazing memory talk party million years ago,NOT
1246,let come dc testify safely surrounded dnc street army antifa even let wear cute black masks way americans see diversity democrat party protect good,OFF
1247,lost focused opponent lose serena losing never losing last point say screamed loud use word defended integrity,NOT
1248,nice,NOT
1249,okay violent liberal antifa kkk hoods beating strangers know nothing,OFF
1250,made wife take egghead bible challenge two kids obviously obnoxious loop shit isnt phasing,OFF
1251,liberals democrats psychopaths yep something wrong,OFF
1252,congratulations thank role model many young conservatives conservative movement cannot thanknyou enough thank everything taught,NOT
1253,removable magazines still problem limiting high cap mags another bit gun control legislation needed curb health problem country,NOT
1254,ask liberals seemingly forgotten war criminal,OFF
1255,hmm cats dogs raised food understand saying,NOT
1256,believe replaced american flag antifa flag,OFF
1257,bomb,NOT
1258,would starfleet antifa witness rip,NOT
1259,lies keep hearing everyday sigh inhales im tired putting ppl dont see beautiful bestfriend problem beautiful ive seen place tell beautiful accept nothing less,OFF
1260,believe erick erickson exists believe democrat pr firm creating republican persona say idiotic things discredit conservatives,OFF
1261,know really care rich dude probably hates president country,OFF
1262,phinnaly,NOT
1263,teach grown sons theres winners losers see serena temper tantrums democrat lol,OFF
1264,step approach fascist behind see two problems first would require antifa member recognize projection,NOT
1265,makes sense wondering around omg thinking becoming local needs head back make album stressing,NOT
1266,shooting usa common one talking gun control,OFF
1267,liberals like,NOT
1268,please stop making easy right wing conservatards mock us left nothelping,OFF
1269,looks like jokes liberals forttrump poland boomingeconomy,NOT
1270,think gravely mistaken ca blame rise fascism collective struggle black people politics identity politics nobodies freedom priority capitalism multiple axis exploitation ignore one fail,NOT
1271,team even know ass,OFF
1272,suggest using handcuffs remove,OFF
1273,obama wall keep terrorists away obama gun control prevent killings criminals terrorists walkaway,OFF
1274,republicans conservatives disgusting people,OFF
1275,antifa bs average americans see news repulsed antics,OFF
1276,nope lived middle country civil war gunfire see antifa hitting elderly children passing one rallies,NOT
1277,funny want gun control partner snoop dog,NOT
1278,seek answers leadership country new south africa mr president leader surely make example tired,NOT
1279,love much yoongi reason could happy day youre smile beautiful think ever see hold life,NOT
